Geography,Household_Type,Total_Households,Owner_Households,Renter_Households,Year
Prince Edward Island,One-parent family households,5890.0,3485.0,2385.0,2006
Prince Edward Island,Multiple-family households,590.0,500.0,80.0,2006
Prince Edward Island,Non-family households3,14550.0,7455.0,7090.0,2006
Prince Edward Island,One-person households,12825.0,6665.0,6150.0,2006
Prince Edward Island,Two-or-more-person non-family households,1730.0,785.0,940.0,2006
Nova Scotia ,Total - Household type,376845.0,271155.0,103870.0,2006
Nova Scotia ,Family households2,262455.0,212490.0,48515.0,2006
Nova Scotia ,One-family households,257570.0,208380.0,47870.0,2006
Nova Scotia ,Couple family households with children,107635.0,93680.0,13380.0,2006
Nova Scotia ,Couple family households without children,108730.0,90345.0,18235.0,2006
Nova Scotia ,One-parent family households,41205.0,24355.0,16255.0,2006
Nova Scotia ,Multiple-family households,4890.0,4115.0,650.0,2006
Nova Scotia ,Non-family households3,114390.0,58665.0,55355.0,2006
Nova Scotia ,One-person households,99945.0,52665.0,46970.0,2006
Nova Scotia ,Two-or-more-person non-family households,14445.0,6005.0,8385.0,2006
New Brunswick,Total - Household type,295960.0,223375.0,71235.0,2006
New Brunswick,Family households2,213400.0,177365.0,34985.0,2006
New Brunswick,One-family households,209130.0,173565.0,34570.0,2006
New Brunswick,Couple family households with children,88925.0,79100.0,9350.0,2006
New Brunswick,Couple family households without children,87950.0,75100.0,12720.0,2006
New Brunswick,One-parent family households,32260.0,19355.0,12495.0,2006
New Brunswick,Multiple-family households,4270.0,3805.0,415.0,2006
New Brunswick,Non-family households3,82560.0,46005.0,36255.0,2006
New Brunswick,One-person households,71945.0,40770.0,30915.0,2006
New Brunswick,Two-or-more-person non-family households,10620.0,5240.0,5340.0,2006
Quebec / Québec  ,Total - Household type,3189340.0,1917735.0,1267945.0,2006
Quebec ,Family households2,2094895.0,1520280.0,571455.0,2006
Quebec ,One-family households,2069035.0,1501355.0,565165.0,2006
Quebec ,Couple family households with children,900815.0,728770.0,170440.0,2006
Quebec ,Couple family households without children,834150.0,610130.0,223745.0,2006
Quebec ,One-parent family households,334065.0,162460.0,170980.0,2006
Quebec ,Multiple-family households,25865.0,18925.0,6285.0,2006
Quebec ,Non-family households3,1094445.0,397460.0,696490.0,2006
Quebec ,One-person households,980340.0,361410.0,618500.0,2006
Quebec ,Two-or-more-person non-family households,114105.0,36050.0,77990.0,2006
Ontario  ,Total - Household type,4555025.0,3235495.0,1312290.0,2006
Ontario  ,Family households2,3301130.0,2617190.0,678160.0,2006
Ontario  ,One-family households,3187940.0,2521085.0,661800.0,2006
Ontario  ,Couple family households with children,1579450.0,1337025.0,239655.0,2006
Ontario  ,Couple family households without children,1129205.0,912880.0,215580.0,2006
Ontario  ,One-parent family households,479275.0,271180.0,206560.0,2006
Ontario  ,Multiple-family households,113190.0,96105.0,16360.0,2006
Ontario  ,Non-family households3,1253900.0,618305.0,634135.0,2006
Ontario  ,One-person households,1104870.0,555265.0,548340.0,2006
Ontario  ,Two-or-more-person non-family households,149030.0,63035.0,85795.0,2006
Manitoba  ,Total - Household type,448780.0,309295.0,127895.0,2006
Manitoba  ,Family households2,304820.0,239430.0,55955.0,2006
Manitoba  ,One-family households,297370.0,234740.0,54795.0,2006
Manitoba  ,Couple family households with children,135325.0,115070.0,15820.0,2006
Manitoba  ,Couple family households without children,115455.0,95285.0,19110.0,2006
Manitoba  ,One-parent family households,46585.0,24380.0,19860.0,2006
Manitoba  ,Multiple-family households,7445.0,4690.0,1160.0,2006
Manitoba  ,Non-family households3,143960.0,69875.0,71940.0,2006
Manitoba  ,One-person households,128295.0,63175.0,63260.0,2006
Manitoba  ,Two-or-more-person non-family households,15665.0,6695.0,8685.0,2006
Saskatchewan  ,Total - Household type,387140.0,277860.0,99125.0,2006
Saskatchewan  ,Family households2,261795.0,210695.0,42950.0,2006
Saskatchewan  ,One-family households,256585.0,208125.0,41825.0,2006
Saskatchewan  ,Couple family households with children,109390.0,93385.0,12480.0,2006
Saskatchewan  ,Couple family households without children,108590.0,94200.0,13665.0,2006
Saskatchewan  ,One-parent family households,38600.0,20535.0,15675.0,2006
Saskatchewan  ,Multiple-family households,5210.0,2570.0,1120.0,2006
Saskatchewan  ,Non-family households3,125345.0,67165.0,56175.0,2006
Saskatchewan  ,One-person households,111315.0,61215.0,48345.0,2006
Saskatchewan  ,Two-or-more-person non-family households,14030.0,5945.0,7835.0,2006
Alberta  ,Total - Household type,1256200.0,917905.0,330280.0,2006
Alberta  ,Family households2,881145.0,715035.0,159475.0,2006
Alberta  ,One-family households,858810.0,697285.0,156105.0,2006
Alberta  ,Couple family households with children,409045.0,351155.0,55050.0,2006
Alberta  ,Couple family households without children,334110.0,275055.0,58390.0,2006
Alberta  ,One-parent family households,115660.0,71075.0,42660.0,2006
Alberta  ,Multiple-family households,22335.0,17750.0,3375.0,2006
Alberta  ,Non-family households3,375055.0,202870.0,170805.0,2006
Alberta  ,One-person households,308695.0,174145.0,133365.0,2006
Alberta  ,Two-or-more-person non-family households,66365.0,28725.0,37440.0,2006
British Columbia ,Total - Household type,1643150.0,1145050.0,494000.0,2006
British Columbia ,Family households2,1116360.0,871535.0,241660.0,2006
British Columbia ,One-family households,1074855.0,836505.0,235550.0,2006
British Columbia ,Couple family households with children,474895.0,387440.0,86135.0,2006
British Columbia ,Couple family households without children,443565.0,359405.0,83670.0,2006
British Columbia ,One-parent family households,156395.0,89665.0,65745.0,2006
British Columbia ,Multiple-family households,41505.0,35025.0,6105.0,2006
British Columbia ,Non-family households3,526790.0,273515.0,252340.0,2006
British Columbia ,One-person households,460580.0,247010.0,212790.0,2006
British Columbia ,Two-or-more-person non-family households,66210.0,26500.0,39550.0,2006
Yukon ,Total - Household type,12610.0,8050.0,3840.0,2006
Yukon ,Family households2,8175.0,5925.0,1815.0,2006
Yukon ,One-family households,8010.0,5805.0,1795.0,2006
Yukon ,Couple family households with children,3440.0,2725.0,560.0,2006
Yukon ,Couple family households without children,2980.0,2280.0,590.0,2006
Yukon ,One-parent family households,1590.0,810.0,640.0,2006
Yukon ,Multiple-family households,160.0,120.0,25.0,2006
Yukon ,Non-family households3,4440.0,2125.0,2025.0,2006
Yukon ,One-person households,3895.0,1865.0,1765.0,2006
Yukon ,Two-or-more-person non-family households,540.0,260.0,260.0,2006
Northwest Territories,Total - Household type,14235.0,7525.0,6570.0,2006
Northwest Territories,Family households2,10410.0,6210.0,4110.0,2006
Northwest Territories,One-family households,9980.0,5895.0,4000.0,2006
Northwest Territories,Couple family households with children,5120.0,3455.0,1630.0,2006
Northwest Territories,Couple family households without children,2910.0,1640.0,1255.0,2006
Northwest Territories,One-parent family households,1950.0,800.0,1115.0,2006
Northwest Territories,Multiple-family households,430.0,315.0,110.0,2006
Northwest Territories,Non-family households3,3825.0,1315.0,2465.0,2006
Northwest Territories,One-person households,3085.0,1095.0,1950.0,2006
Northwest Territories,Two-or-more-person non-family households,745.0,225.0,510.0,2006
Nunavut  ,Total - Household type,7855.0,1780.0,6070.0,2006
Nunavut  ,Family households2,6130.0,1595.0,4530.0,2006
Nunavut  ,One-family households,5345.0,1335.0,4005.0,2006
Nunavut  ,Couple family households with children,3355.0,955.0,2395.0,2006
Nunavut  ,Couple family households without children,800.0,180.0,620.0,2006
Nunavut  ,One-parent family households,1190.0,200.0,990.0,2006
Nunavut  ,Multiple-family households,780.0,260.0,520.0,2006
Nunavut  ,Non-family households3,1730.0,185.0,1540.0,2006
Nunavut  ,One-person households,1435.0,150.0,1290.0,2006
Nunavut  ,Two-or-more-person non-family households,290.0,40.0,250.0,2006
St. John's  ,Total - Household type,70665.0,50545.0,20110.0,2006
St. John's  ,Family households2,51495.0,41415.0,10080.0,2006
St. John's  ,One-family households,50475.0,40520.0,9950.0,2006
St. John's  ,Couple family households with children,24080.0,21350.0,2735.0,2006
St. John's  ,Couple family households without children,17300.0,14205.0,3090.0,2006
St. John's  ,One-parent family households,9100.0,4970.0,4125.0,2006
St. John's  ,Multiple-family households,1020.0,890.0,130.0,2006
St. John's  ,Non-family households3,19170.0,9130.0,10040.0,2006
St. John's  ,One-person households,15785.0,7855.0,7930.0,2006
St. John's  ,Two-or-more-person non-family households,3385.0,1275.0,2110.0,2006
Halifax  ,Total - Household type,155125.0,99245.0,55850.0,2006
Halifax  ,Family households2,103250.0,79115.0,24115.0,2006
Halifax  ,One-family households,101325.0,77510.0,23785.0,2006
Halifax  ,Couple family households with children,44405.0,38265.0,6125.0,2006
Halifax  ,Couple family households without children,41020.0,30705.0,10315.0,2006
Halifax  ,One-parent family households,15895.0,8545.0,7350.0,2006
Halifax  ,Multiple-family households,1930.0,1605.0,330.0,2006
Halifax  ,Non-family households3,51875.0,20130.0,31740.0,2006
Halifax  ,One-person households,43025.0,17575.0,25450.0,2006
Halifax  ,Two-or-more-person non-family households,8845.0,2555.0,6290.0,2006
Moncton  ,Total - Household type,51590.0,36190.0,15400.0,2006
Moncton  ,Family households2,36445.0,29340.0,7110.0,2006
Moncton  ,One-family households,35770.0,28735.0,7035.0,2006
Moncton  ,Couple family households with children,15085.0,13350.0,1735.0,2006
Moncton  ,Couple family households without children,15245.0,12150.0,3090.0,2006
Moncton  ,One-parent family households,5440.0,3235.0,2205.0,2006
Moncton  ,Multiple-family households,680.0,600.0,80.0,2006
Moncton  ,Non-family households3,15145.0,6855.0,8290.0,2006
Moncton  ,One-person households,12590.0,5875.0,6710.0,2006
Moncton  ,Two-or-more-person non-family households,2555.0,980.0,1580.0,2006
Saint John  ,Total - Household type,49125.0,34390.0,14730.0,2006
Saint John  ,Family households2,34895.0,27680.0,7215.0,2006
Saint John  ,One-family households,34225.0,27115.0,7120.0,2006
Saint John  ,Couple family households with children,14790.0,13095.0,1695.0,2006
Saint John  ,Couple family households without children,13320.0,10770.0,2550.0,2006
Saint John  ,One-parent family households,6115.0,3245.0,2870.0,2006
Saint John  ,Multiple-family households,665.0,570.0,95.0,2006
Saint John  ,Non-family households3,14230.0,6710.0,7525.0,2006
Saint John  ,One-person households,12520.0,6025.0,6495.0,2006
Saint John  ,Two-or-more-person non-family households,1710.0,685.0,1025.0,2006
Saguenay  ,Total - Household type,64335.0,40720.0,23610.0,2006
Saguenay  ,Family households2,44165.0,33605.0,10560.0,2006
Saguenay  ,One-family households,43805.0,33300.0,10505.0,2006
Saguenay  ,Couple family households with children,18670.0,15985.0,2690.0,2006
Saguenay  ,Couple family households without children,18740.0,14075.0,4665.0,2006
Saguenay  ,One-parent family households,6395.0,3240.0,3155.0,2006
Saguenay  ,Multiple-family households,365.0,310.0,55.0,2006
Saguenay  ,Non-family households3,20170.0,7120.0,13050.0,2006
Saguenay  ,One-person households,18490.0,6455.0,12035.0,2006
Saguenay  ,Two-or-more-person non-family households,1670.0,655.0,1015.0,2006
Québec CMA,Total - Household type,316650.0,185595.0,131060.0,2006
Québec CMA,Family households2,199610.0,146075.0,53540.0,2006
Québec CMA,One-family households,198285.0,145035.0,53250.0,2006
Québec CMA,Couple family households with children,82125.0,69430.0,12700.0,2006
Québec CMA,Couple family households without children,85760.0,60035.0,25725.0,2006
Québec CMA,One-parent family households,30400.0,15570.0,14830.0,2006
Québec CMA,Multiple-family households,1330.0,1045.0,285.0,2006
Québec CMA,Non-family households3,117035.0,39520.0,77515.0,2006
Québec CMA,One-person households,104200.0,36130.0,68070.0,2006
Québec CMA,Two-or-more-person non-family households,12840.0,3390.0,9450.0,2006
Sherbrooke  ,Total - Household type,82765.0,44270.0,38495.0,2006
Sherbrooke  ,Family households2,51095.0,35230.0,15865.0,2006
Sherbrooke  ,One-family households,50780.0,34980.0,15795.0,2006
Sherbrooke  ,Couple family households with children,20360.0,16300.0,4050.0,2006
Sherbrooke  ,Couple family households without children,22070.0,15070.0,7000.0,2006
Sherbrooke  ,One-parent family households,8355.0,3615.0,4740.0,2006
Sherbrooke  ,Multiple-family households,310.0,250.0,65.0,2006
Sherbrooke  ,Non-family households3,31670.0,9040.0,22635.0,2006
Sherbrooke  ,One-person households,28130.0,8200.0,19930.0,2006
Sherbrooke  ,Two-or-more-person non-family households,3540.0,835.0,2705.0,2006
Trois-Rivières  ,Total - Household type,63875.0,36810.0,27060.0,2006
Trois-Rivières  ,Family households2,39395.0,28820.0,10570.0,2006
Trois-Rivières  ,One-family households,39115.0,28630.0,10485.0,2006
Trois-Rivières  ,Couple family households with children,15375.0,13050.0,2320.0,2006
Trois-Rivières  ,Couple family households without children,17210.0,12495.0,4715.0,2006
Trois-Rivières  ,One-parent family households,6530.0,3080.0,3450.0,2006
Trois-Rivières  ,Multiple-family households,280.0,195.0,90.0,2006
Trois-Rivières  ,Non-family households3,24480.0,7985.0,16490.0,2006
Trois-Rivières  ,One-person households,22195.0,7240.0,14950.0,2006
Trois-Rivières  ,Two-or-more-person non-family households,2285.0,745.0,1540.0,2006
Montréal  ,Total - Household type,1525740.0,814310.0,711435.0,2006
Montréal  ,Family households2,979315.0,651645.0,327665.0,2006
Montréal  ,One-family households,964135.0,640750.0,323390.0,2006
Montréal  ,Couple family households with children,438940.0,332800.0,106140.0,2006
Montréal  ,Couple family households without children,355405.0,234160.0,121240.0,2006
Montréal  ,One-parent family households,169795.0,73790.0,96005.0,2006
Montréal  ,Multiple-family households,15175.0,10900.0,4280.0,2006
Montréal  ,Non-family households3,546430.0,162665.0,383770.0,2006
Montréal  ,One-person households,481425.0,146735.0,334690.0,2006
Montréal  ,Two-or-more-person non-family households,65010.0,15930.0,49080.0,2006
Ottawa - Gatineau  ,Total - Household type,449295.0,300605.0,148690.0,2006
Ottawa - Gatineau  ,Family households2,308625.0,239525.0,69095.0,2006
Ottawa - Gatineau  ,One-family households,303100.0,234955.0,68145.0,2006
Ottawa - Gatineau  ,Couple family households with children,143950.0,122610.0,21340.0,2006
Ottawa - Gatineau  ,Couple family households without children,110760.0,85800.0,24960.0,2006
Ottawa - Gatineau  ,One-parent family households,48385.0,26545.0,21845.0,2006
Ottawa - Gatineau  ,Multiple-family households,5530.0,4570.0,955.0,2006
Ottawa - Gatineau  ,Non-family households3,140670.0,61080.0,79595.0,2006
Ottawa - Gatineau  ,One-person households,121305.0,54405.0,66905.0,2006
Ottawa - Gatineau  ,Two-or-more-person non-family households,19365.0,6680.0,12690.0,2006
Kingston  ,Total - Household type,62045.0,41815.0,20225.0,2006
Kingston  ,Family households2,42290.0,32925.0,9360.0,2006
Kingston  ,One-family households,41580.0,32310.0,9270.0,2006
Kingston  ,Couple family households with children,17985.0,15085.0,2900.0,2006
Kingston  ,Couple family households without children,17595.0,13995.0,3600.0,2006
Kingston  ,One-parent family households,6000.0,3230.0,2770.0,2006
Kingston  ,Multiple-family households,700.0,615.0,90.0,2006
Kingston  ,Non-family households3,19755.0,8895.0,10870.0,2006
Kingston  ,One-person households,17105.0,8145.0,8955.0,2006
Kingston  ,Two-or-more-person non-family households,2655.0,745.0,1910.0,2006
Peterborough  ,Total - Household type,46680.0,33910.0,12755.0,2006
