Geography,Household_Type,Total_Households,Owner_Households,Renter_Households,Year
Yukon,Total - Household type,11365.0,7155.0,3550.0,2001
Yukon,Family households2,7665.0,5420.0,1810.0,2001
Yukon,One-family households,7525.0,5315.0,1795.0,2001
Yukon,Couple family households with children,3445.0,2660.0,605.0,2001
Yukon,Couple family households without children,2635.0,1940.0,600.0,2001
Yukon,One-parent family households,1435.0,715.0,595.0,2001
Yukon,Multiple-family households,140.0,110.0,20.0,2001
Yukon,Non-family households3,3700.0,1730.0,1735.0,2001
Yukon,One-person households,3265.0,1565.0,1495.0,2001
Yukon,Two-or-more-person non-family households,440.0,170.0,245.0,2001
Northwest Territories,Total - Household type,12565.0,6675.0,5720.0,2001
Northwest Territories,Family households2,9245.0,5470.0,3675.0,2001
Northwest Territories,One-family households,8825.0,5185.0,3545.0,2001
Northwest Territories,Couple family households with children,4830.0,3195.0,1585.0,2001
Northwest Territories,Couple family households without children,2360.0,1325.0,1010.0,2001
Northwest Territories,One-parent family households,1635.0,660.0,945.0,2001
Northwest Territories,Multiple-family households,420.0,285.0,130.0,2001
Northwest Territories,Non-family households3,3320.0,1205.0,2045.0,2001
Northwest Territories,One-person households,2785.0,995.0,1730.0,2001
Northwest Territories,Two-or-more-person non-family households,535.0,215.0,320.0,2001
Nunavut,Total - Household type,7170.0,1735.0,5440.0,2001
Nunavut,Family households2,5690.0,1560.0,4130.0,2001
Nunavut,One-family households,5090.0,1375.0,3715.0,2001
Nunavut,Couple family households with children,3315.0,1070.0,2245.0,2001
Nunavut,Couple family households without children,710.0,130.0,580.0,2001
Nunavut,One-parent family households,1065.0,170.0,890.0,2001
Nunavut,Multiple-family households,605.0,190.0,415.0,2001
Nunavut,Non-family households3,1485.0,175.0,1310.0,2001
Nunavut,One-person households,1245.0,145.0,1100.0,2001
Nunavut,Two-or-more-person non-family households,240.0,25.0,210.0,2001
Abbotsford ,Total - Household type,51020.0,36270.0,14725.0,2001
Abbotsford ,Family households2,38440.0,29235.0,9185.0,2001
Abbotsford ,One-family households,36435.0,27660.0,8750.0,2001
Abbotsford ,Couple family households with children,17900.0,14540.0,3355.0,2001
Abbotsford ,Couple family households without children,13165.0,10680.0,2485.0,2001
Abbotsford ,One-parent family households,5365.0,2450.0,2905.0,2001
Abbotsford ,Multiple-family households,2010.0,1575.0,435.0,2001
Abbotsford ,Non-family households3,12580.0,7035.0,5535.0,2001
Abbotsford ,One-person households,10915.0,6370.0,4540.0,2001
Abbotsford ,Two-or-more-person non-family households,1665.0,665.0,995.0,2001
Calgary,Total - Household type,356370.0,251530.0,104620.0,2001
Calgary,Family households2,251115.0,201195.0,49775.0,2001
Calgary,One-family households,243335.0,194690.0,48515.0,2001
Calgary,Couple family households with children,122375.0,105505.0,16800.0,2001
Calgary,Couple family households without children,87175.0,68175.0,18985.0,2001
Calgary,One-parent family households,33785.0,21015.0,12730.0,2001
Calgary,Multiple-family households,7775.0,6505.0,1260.0,2001
Calgary,Non-family households3,105265.0,50335.0,54840.0,2001
Calgary,One-person households,81800.0,41285.0,40430.0,2001
Calgary,Two-or-more-person non-family households,23460.0,9045.0,14415.0,2001
Chicoutimi - Jonquière ,Total - Household type,62200.0,38760.0,23435.0,2001
Chicoutimi - Jonquière ,Family households2,44480.0,32700.0,11780.0,2001
Chicoutimi - Jonquière ,One-family households,44160.0,32430.0,11730.0,2001
Chicoutimi - Jonquière ,Couple family households with children,21695.0,18105.0,3595.0,2001
Chicoutimi - Jonquière ,Couple family households without children,15970.0,11400.0,4570.0,2001
Chicoutimi - Jonquière ,One-parent family households,6495.0,2930.0,3565.0,2001
Chicoutimi - Jonquière ,Multiple-family households,315.0,265.0,55.0,2001
Chicoutimi - Jonquière ,Non-family households3,17720.0,6060.0,11655.0,2001
Chicoutimi - Jonquière ,One-person households,16230.0,5455.0,10785.0,2001
Chicoutimi - Jonquière ,Two-or-more-person non-family households,1480.0,610.0,875.0,2001
Edmonton ,Total - Household type,356515.0,236305.0,119630.0,2001
Edmonton ,Family households2,248720.0,191025.0,57160.0,2001
Edmonton ,One-family households,242715.0,186225.0,56085.0,2001
Edmonton ,Couple family households with children,120580.0,101160.0,19205.0,2001
Edmonton ,Couple family households without children,85210.0,65655.0,19525.0,2001
Edmonton ,One-parent family households,36920.0,19410.0,17355.0,2001
Edmonton ,Multiple-family households,6010.0,4800.0,1080.0,2001
Edmonton ,Non-family households3,107795.0,45275.0,62470.0,2001
Edmonton ,One-person households,89460.0,38710.0,50710.0,2001
Edmonton ,Two-or-more-person non-family households,18335.0,6565.0,11755.0,2001
Greater Sudbury ,Total - Household type,63145.0,41520.0,21615.0,2001
Greater Sudbury ,Family households2,44905.0,34425.0,10465.0,2001
Greater Sudbury ,One-family households,44265.0,33840.0,10415.0,2001
Greater Sudbury ,Couple family households with children,20155.0,17235.0,2915.0,2001
Greater Sudbury ,Couple family households without children,17120.0,13415.0,3705.0,2001
Greater Sudbury ,One-parent family households,6990.0,3195.0,3795.0,2001
Greater Sudbury ,Multiple-family households,635.0,585.0,55.0,2001
Greater Sudbury ,Non-family households3,18240.0,7095.0,11145.0,2001
Greater Sudbury ,One-person households,16730.0,6395.0,10330.0,2001
Greater Sudbury ,Two-or-more-person non-family households,1510.0,700.0,810.0,2001
Halifax ,Total - Household type,144435.0,89190.0,55215.0,2001
Halifax ,Family households2,98940.0,73410.0,25500.0,2001
Halifax ,One-family households,97225.0,71940.0,25260.0,2001
Halifax ,Couple family households with children,45395.0,38345.0,7030.0,2001
Halifax ,Couple family households without children,36525.0,26290.0,10225.0,2001
Halifax ,One-parent family households,15300.0,7295.0,8000.0,2001
Halifax ,Multiple-family households,1720.0,1475.0,245.0,2001
Halifax ,Non-family households3,45495.0,15780.0,29715.0,2001
Halifax ,One-person households,37530.0,13705.0,23820.0,2001
Halifax ,Two-or-more-person non-family households,7960.0,2070.0,5890.0,2001
Hamilton ,Total - Household type,253085.0,172895.0,80190.0,2001
Hamilton ,Family households2,182175.0,141750.0,40425.0,2001
Hamilton ,One-family households,177975.0,138230.0,39745.0,2001
Hamilton ,Couple family households with children,88525.0,74870.0,13655.0,2001
Hamilton ,Couple family households without children,63335.0,49720.0,13615.0,2001
Hamilton ,One-parent family households,26115.0,13635.0,12475.0,2001
Hamilton ,Multiple-family households,4200.0,3520.0,680.0,2001
Hamilton ,Non-family households3,70905.0,31145.0,39760.0,2001
Hamilton ,One-person households,63795.0,28140.0,35660.0,2001
Hamilton ,Two-or-more-person non-family households,7110.0,3005.0,4110.0,2001
Kingston ,Total - Household type,58330.0,37265.0,21075.0,2001
Kingston ,Family households2,40205.0,29915.0,10290.0,2001
Kingston ,One-family households,39745.0,29555.0,10195.0,2001
Kingston ,Couple family households with children,17940.0,14535.0,3405.0,2001
Kingston ,Couple family households without children,15890.0,12190.0,3705.0,2001
Kingston ,One-parent family households,5910.0,2830.0,3085.0,2001
Kingston ,Multiple-family households,460.0,365.0,95.0,2001
Kingston ,Non-family households3,18130.0,7345.0,10780.0,2001
Kingston ,One-person households,15505.0,6665.0,8835.0,2001
Kingston ,Two-or-more-person non-family households,2620.0,680.0,1945.0,2001
Kitchener ,Total - Household type,153280.0,102245.0,51035.0,2001
Kitchener ,Family households2,113265.0,85390.0,27875.0,2001
Kitchener ,One-family households,110645.0,83245.0,27400.0,2001
Kitchener ,Couple family households with children,57490.0,47360.0,10135.0,2001
Kitchener ,Couple family households without children,38140.0,28545.0,9600.0,2001
Kitchener ,One-parent family households,15010.0,7340.0,7670.0,2001
Kitchener ,Multiple-family households,2620.0,2150.0,475.0,2001
Kitchener ,Non-family households3,40010.0,16850.0,23160.0,2001
Kitchener ,One-person households,34365.0,14895.0,19470.0,2001
Kitchener ,Two-or-more-person non-family households,5645.0,1955.0,3690.0,2001
London ,Total - Household type,173125.0,108785.0,64340.0,2001
London ,Family households2,117885.0,87455.0,30430.0,2001
London ,One-family households,116340.0,86225.0,30115.0,2001
London ,Couple family households with children,54885.0,44795.0,10090.0,2001
London ,Couple family households without children,43260.0,32880.0,10370.0,2001
London ,One-parent family households,18200.0,8545.0,9650.0,2001
London ,Multiple-family households,1545.0,1230.0,315.0,2001
London ,Non-family households3,55240.0,21330.0,33910.0,2001
London ,One-person households,48215.0,19235.0,28980.0,2001
London ,Two-or-more-person non-family households,7025.0,2100.0,4925.0,2001
Montreal ,Total - Household type,1417365.0,711505.0,705860.0,2001
Montreal ,Family households2,920605.0,584105.0,336505.0,2001
Montreal ,One-family households,906310.0,574245.0,332065.0,2001
Montreal ,Couple family households with children,426400.0,313600.0,112805.0,2001
Montreal ,Couple family households without children,320700.0,200080.0,120620.0,2001
Montreal ,One-parent family households,159210.0,60565.0,98640.0,2001
Montreal ,Multiple-family households,14295.0,9860.0,4435.0,2001
Montreal ,Non-family households3,496755.0,127400.0,369355.0,2001
Montreal ,One-person households,437500.0,114300.0,323205.0,2001
Montreal ,Two-or-more-person non-family households,59255.0,13100.0,46150.0,2001
Oshawa ,Total - Household type,104200.0,78795.0,25410.0,2001
Oshawa ,Family households2,81830.0,67215.0,14615.0,2001
Oshawa ,One-family households,79835.0,65510.0,14325.0,2001
Oshawa ,Couple family households with children,43450.0,38745.0,4700.0,2001
Oshawa ,Couple family households without children,24715.0,20200.0,4520.0,2001
Oshawa ,One-parent family households,11670.0,6565.0,5100.0,2001
Oshawa ,Multiple-family households,1995.0,1705.0,295.0,2001
Oshawa ,Non-family households3,22370.0,11580.0,10790.0,2001
Oshawa ,One-person households,19595.0,10110.0,9490.0,2001
Oshawa ,Two-or-more-person non-family households,2775.0,1470.0,1305.0,2001
Ottawa-Hull ,Total - Household type,415940.0,256435.0,159505.0,2001
Ottawa-Hull ,Family households2,288095.0,209325.0,78765.0,2001
Ottawa-Hull ,One-family households,282635.0,205155.0,77480.0,2001
Ottawa-Hull ,Couple family households with children,137850.0,111160.0,26680.0,2001
Ottawa-Hull ,Couple family households without children,100380.0,72395.0,27985.0,2001
Ottawa-Hull ,One-parent family households,44405.0,21595.0,22810.0,2001
Ottawa-Hull ,Multiple-family households,5465.0,4170.0,1290.0,2001
Ottawa-Hull ,Non-family households3,127845.0,47110.0,80735.0,2001
Ottawa-Hull ,One-person households,107980.0,41105.0,66875.0,2001
Ottawa-Hull ,Two-or-more-person non-family households,19860.0,6005.0,13860.0,2001
Québec CMA,Total - Household type,295105.0,163790.0,131300.0,2001
Québec CMA,Family households2,188145.0,131450.0,56690.0,2001
Québec CMA,One-family households,186880.0,130470.0,56410.0,2001
Québec CMA,Couple family households with children,84910.0,69675.0,15230.0,2001
Québec CMA,Couple family households without children,71655.0,47225.0,24430.0,2001
Québec CMA,One-parent family households,30315.0,13570.0,16745.0,2001
Québec CMA,Multiple-family households,1265.0,985.0,280.0,2001
Québec CMA,Non-family households3,106960.0,32340.0,74605.0,2001
Québec CMA,One-person households,95410.0,29225.0,66170.0,2001
Québec CMA,Two-or-more-person non-family households,11545.0,3110.0,8435.0,2001
Regina ,Total - Household type,76650.0,52315.0,24335.0,2001
Regina ,Family households2,51750.0,41205.0,10550.0,2001
Regina ,One-family households,50980.0,40560.0,10425.0,2001
Regina ,Couple family households with children,23575.0,20825.0,2755.0,2001
Regina ,Couple family households without children,18245.0,14850.0,3395.0,2001
Regina ,One-parent family households,9155.0,4885.0,4270.0,2001
Regina ,Multiple-family households,775.0,640.0,130.0,2001
Regina ,Non-family households3,24900.0,11110.0,13790.0,2001
Regina ,One-person households,21420.0,9715.0,11700.0,2001
Regina ,Two-or-more-person non-family households,3480.0,1400.0,2085.0,2001
Saint John ,Total - Household type,48260.0,32550.0,15710.0,2001
Saint John ,Family households2,34520.0,26635.0,7885.0,2001
Saint John ,One-family households,33840.0,26055.0,7780.0,2001
Saint John ,Couple family households with children,15950.0,13770.0,2185.0,2001
Saint John ,Couple family households without children,12080.0,9565.0,2515.0,2001
Saint John ,One-parent family households,5810.0,2725.0,3080.0,2001
Saint John ,Multiple-family households,680.0,580.0,100.0,2001
Saint John ,Non-family households3,13745.0,5915.0,7830.0,2001
Saint John ,One-person households,11940.0,5230.0,6710.0,2001
Saint John ,Two-or-more-person non-family households,1800.0,680.0,1120.0,2001
Saskatoon ,Total - Household type,88945.0,57780.0,31120.0,2001
Saskatoon ,Family households2,59305.0,45150.0,14120.0,2001
Saskatoon ,One-family households,58405.0,44495.0,13880.0,2001
Saskatoon ,Couple family households with children,27515.0,23230.0,4270.0,2001
Saskatoon ,Couple family households without children,21235.0,16765.0,4465.0,2001
Saskatoon ,One-parent family households,9655.0,4500.0,5145.0,2001
Saskatoon ,Multiple-family households,905.0,655.0,245.0,2001
Saskatoon ,Non-family households3,29635.0,12630.0,17000.0,2001
Saskatoon ,One-person households,24435.0,10855.0,13575.0,2001
Saskatoon ,Two-or-more-person non-family households,5200.0,1775.0,3425.0,2001
Sherbrooke ,Total - Household type,66285.0,34435.0,31850.0,2001
Sherbrooke ,Family households2,41425.0,28065.0,13360.0,2001
Sherbrooke ,One-family households,41125.0,27850.0,13270.0,2001
Sherbrooke ,Couple family households with children,17725.0,14045.0,3680.0,2001
Sherbrooke ,Couple family households without children,16795.0,11245.0,5550.0,2001
Sherbrooke ,One-parent family households,6600.0,2570.0,4040.0,2001
Sherbrooke ,Multiple-family households,300.0,210.0,90.0,2001
Sherbrooke ,Non-family households3,24860.0,6370.0,18490.0,2001
Sherbrooke ,One-person households,22370.0,5835.0,16540.0,2001
Sherbrooke ,Two-or-more-person non-family households,2485.0,535.0,1955.0,2001
St. Catharines-Niagara ,Total - Household type,150875.0,110375.0,40495.0,2001
St. Catharines-Niagara ,Family households2,105745.0,85935.0,19810.0,2001
St. Catharines-Niagara ,One-family households,104005.0,84500.0,19510.0,2001
St. Catharines-Niagara ,Couple family households with children,47415.0,40860.0,6550.0,2001
St. Catharines-Niagara ,Couple family households without children,41055.0,34660.0,6395.0,2001
St. Catharines-Niagara ,One-parent family households,15540.0,8975.0,6565.0,2001
St. Catharines-Niagara ,Multiple-family households,1735.0,1435.0,300.0,2001
St. Catharines-Niagara ,Non-family households3,45125.0,24440.0,20690.0,2001
St. Catharines-Niagara ,One-person households,41410.0,22550.0,18860.0,2001
St. Catharines-Niagara ,Two-or-more-person non-family households,3715.0,1890.0,1825.0,2001
St. John's ,Total - Household type,64830.0,45055.0,19775.0,2001
St. John's ,Family households2,48555.0,37650.0,10905.0,2001
St. John's ,One-family households,47620.0,36790.0,10830.0,2001
St. John's ,Couple family households with children,24165.0,20990.0,3165.0,2001
St. John's ,Couple family households without children,15135.0,11560.0,3575.0,2001
St. John's ,One-parent family households,8325.0,4240.0,4085.0,2001
St. John's ,Multiple-family households,935.0,860.0,75.0,2001
St. John's ,Non-family households3,16275.0,7400.0,8875.0,2001
St. John's ,One-person households,13580.0,6455.0,7120.0,2001
St. John's ,Two-or-more-person non-family households,2695.0,945.0,1755.0,2001
Thunder Bay ,Total - Household type,49545.0,35645.0,13815.0,2001
Thunder Bay ,Family households2,33950.0,27705.0,6175.0,2001
Thunder Bay ,One-family households,33595.0,27415.0,6120.0,2001
Thunder Bay ,Couple family households with children,15635.0,13975.0,1640.0,2001
Thunder Bay ,Couple family households without children,12355.0,10380.0,1965.0,2001
Thunder Bay ,One-parent family households,5605.0,3060.0,2515.0,2001
Thunder Bay ,Multiple-family households,350.0,290.0,50.0,2001
Thunder Bay ,Non-family households3,15595.0,7935.0,7640.0,2001
Thunder Bay ,One-person households,14275.0,7250.0,7000.0,2001
Thunder Bay ,Two-or-more-person non-family households,1325.0,685.0,635.0,2001
Toronto ,Total - Household type,1634755.0,1033465.0,601280.0,2001
Toronto ,Family households2,1208720.0,867970.0,340745.0,2001
Toronto ,One-family households,1141790.0,814445.0,327340.0,2001
Toronto ,Couple family households with children,634330.0,492670.0,141655.0,2001
Toronto ,Couple family households without children,331750.0,234395.0,97355.0,2001
Toronto ,One-parent family households,175710.0,87375.0,88330.0,2001
Toronto ,Multiple-family households,66930.0,53525.0,13410.0,2001
Toronto ,Non-family households3,426035.0,165495.0,260535.0,2001
Toronto ,One-person households,359590.0,142915.0,216675.0,2001
Toronto ,Two-or-more-person non-family households,66440.0,22580.0,43865.0,2001
Trois-Rivières ,Total - Household type,59580.0,34135.0,25445.0,2001
Trois-Rivières ,Family households2,38245.0,27465.0,10775.0,2001
Trois-Rivières ,One-family households,37925.0,27200.0,10725.0,2001
Trois-Rivières ,Couple family households with children,16520.0,13880.0,2640.0,2001
Trois-Rivières ,Couple family households without children,14915.0,10395.0,4515.0,2001
Trois-Rivières ,One-parent family households,6495.0,2920.0,3575.0,2001
Trois-Rivières ,Multiple-family households,320.0,270.0,50.0,2001
Trois-Rivières ,Non-family households3,21335.0,6660.0,14675.0,2001
Trois-Rivières ,One-person households,19575.0,6045.0,13530.0,2001
Trois-Rivières ,Two-or-more-person non-family households,1760.0,620.0,1140.0,2001
Vancouver ,Total - Household type,758710.0,462640.0,295745.0,2001
Vancouver ,Family households2,508085.0,361125.0,146680.0,2001
Vancouver ,One-family households,483325.0,340550.0,142535.0,2001
Vancouver ,Couple family households with children,242045.0,184735.0,57195.0,2001
Vancouver ,Couple family households without children,169585.0,119385.0,50165.0,2001
Vancouver ,One-parent family households,71695.0,36430.0,35180.0,2001
Vancouver ,Multiple-family households,24755.0,20580.0,4140.0,2001
Vancouver ,Non-family households3,250630.0,101515.0,149065.0,2001
Vancouver ,One-person households,212060.0,90060.0,121955.0,2001
Vancouver ,Two-or-more-person non-family households,38575.0,11455.0,27110.0,2001
Victoria ,Total - Household type,135600.0,85615.0,49925.0,2001
Victoria ,Family households2,84665.0,62790.0,21835.0,2001
Victoria ,One-family households,83110.0,61465.0,21600.0,2001
Victoria ,Couple family households with children,32175.0,25720.0,6430.0,2001
Victoria ,Couple family households without children,38030.0,29280.0,8745.0,2001
Victoria ,One-parent family households,12905.0,6470.0,6425.0,2001
Victoria ,Multiple-family households,1560.0,1320.0,230.0,2001
Victoria ,Non-family households3,50935.0,22830.0,28095.0,2001
Victoria ,One-person households,43850.0,20700.0,23140.0,2001
Victoria ,Two-or-more-person non-family households,7085.0,2125.0,4960.0,2001
Windsor ,Total - Household type,117710.0,84560.0,33155.0,2001
Windsor ,Family households2,83895.0,67180.0,16715.0,2001
Windsor ,One-family households,81970.0,65515.0,16450.0,2001
Windsor ,Couple family households with children,41050.0,35115.0,5930.0,2001
Windsor ,Couple family households without children,27790.0,22960.0,4825.0,2001
Windsor ,One-parent family households,13130.0,7440.0,5690.0,2001
Windsor ,Multiple-family households,1930.0,1665.0,265.0,2001
Windsor ,Non-family households3,33815.0,17380.0,16440.0,2001
Windsor ,One-person households,30025.0,15655.0,14365.0,2001
Windsor ,Two-or-more-person non-family households,3790.0,1720.0,2070.0,2001
Winnipeg ,Total - Household type,269985.0,176750.0,93115.0,2001
Winnipeg ,Family households2,178305.0,138760.0,39475.0,2001
Winnipeg ,One-family households,174585.0,135680.0,38825.0,2001
Winnipeg ,Couple family households with children,82625.0,71735.0,10855.0,2001
Winnipeg ,Couple family households without children,62515.0,48665.0,13840.0,2001
Winnipeg ,One-parent family households,29435.0,15280.0,14125.0,2001
Winnipeg ,Multiple-family households,3725.0,3070.0,650.0,2001
Winnipeg ,Non-family households3,91680.0,38000.0,53645.0,2001
Winnipeg ,One-person households,81015.0,33715.0,47265.0,2001
Winnipeg ,Two-or-more-person non-family households,10660.0,4285.0,6375.0,2001
End of worksheet,,,,,2001
Canada,Total - Household type,10820055.0,6877780.0,3905150.0,1996
Canada,Family households2,7685470.0,5626670.0,2028420.0,1996
Canada,One-family households,7540625.0,5511505.0,2000890.0,1996
Canada,Couple family households with children,3853800.0,3083980.0,752150.0,1996
Canada,Couple family households without children,2608440.0,1954540.0,650285.0,1996
Canada,One-parent family households,1078385.0,472980.0,598450.0,1996
Canada,Multiple-family households3,144845.0,115170.0,27530.0,1996
Canada,Non-family households3,3134585.0,1251110.0,1876730.0,1996
Canada,One-person households,2622180.0,1050520.0,1566630.0,1996
Canada,Two-or-more-person non-family households,512400.0,200595.0,310095.0,1996
Newfoundland,Total - Household type,185500.0,143060.0,42360.0,1996
Newfoundland,Family households2,152790.0,124175.0,28540.0,1996
Newfoundland,One-family households,149880.0,121450.0,28365.0,1996
Newfoundland,Couple family households with children,88465.0,76120.0,12295.0,1996
Newfoundland,Couple family households without children,42050.0,34935.0,7115.0,1996
Newfoundland,One-parent family households,19365.0,10400.0,8960.0,1996
Newfoundland,Multiple-family households,2905.0,2720.0,175.0,1996
Newfoundland,Non-family households3,32710.0,18890.0,13820.0,1996
Newfoundland,One-person households,26975.0,15760.0,11210.0,1996
Newfoundland,Two-or-more-person non-family households,5735.0,3125.0,2610.0,1996
Prince Edward Island,Total - Household type,47960.0,34575.0,13330.0,1996
Prince Edward Island,Family households2,35480.0,28410.0,7035.0,1996
Prince Edward Island,One-family households,35085.0,28080.0,6970.0,1996
Prince Edward Island,Couple family households with children,19140.0,16760.0,2365.0,1996
Prince Edward Island,Couple family households without children,10950.0,8855.0,2085.0,1996
Prince Edward Island,One-parent family households,4995.0,2460.0,2520.0,1996
Prince Edward Island,Multiple-family households,395.0,330.0,70.0,1996
Prince Edward Island,Non-family households3,12480.0,6165.0,6295.0,1996
Prince Edward Island,One-person households,10330.0,5125.0,5190.0,1996
Prince Edward Island,Two-or-more-person non-family households,2150.0,1040.0,1105.0,1996
Nova Scotia,Total - Household type,342595.0,241150.0,99860.0,1996
Nova Scotia,Family households2,250610.0,195520.0,53840.0,1996
Nova Scotia,One-family households,247315.0,192585.0,53515.0,1996
Nova Scotia,Couple family households with children,123500.0,104650.0,18220.0,1996
Nova Scotia,Couple family households without children,85855.0,69430.0,16290.0,1996
Nova Scotia,One-parent family households,37965.0,18505.0,19000.0,1996
Nova Scotia,Multiple-family households,3295.0,2935.0,320.0,1996
Nova Scotia,Non-family households3,91985.0,45630.0,46025.0,1996
Nova Scotia,One-person households,76415.0,38080.0,38090.0,1996
Nova Scotia,Two-or-more-person non-family households,15570.0,7545.0,7935.0,1996
New Brunswick,Total - Household type,271155.0,200060.0,70145.0,1996
New Brunswick,Family households2,204540.0,164495.0,39250.0,1996
New Brunswick,One-family households,201880.0,162085.0,39010.0,1996
New Brunswick,Couple family households with children,106385.0,91980.0,13975.0,1996
New Brunswick,Couple family households without children,67430.0,55330.0,12010.0,1996
New Brunswick,One-parent family households,28065.0,14775.0,13025.0,1996
New Brunswick,Multiple-family households,2660.0,2410.0,235.0,1996
New Brunswick,Non-family households3,66610.0,35560.0,30895.0,1996
New Brunswick,One-person households,54480.0,29140.0,25210.0,1996
New Brunswick,Two-or-more-person non-family households,12130.0,6425.0,5685.0,1996
Quebec,Total - Household type,2822030.0,1593600.0,1225305.0,1996
Quebec,Family households2,1931315.0,1325690.0,602835.0,1996
Quebec,One-family households,1913040.0,1312170.0,598400.0,1996
Quebec,Couple family households with children,964495.0,756035.0,206790.0,1996
Quebec,Couple family households without children,647530.0,436965.0,210365.0,1996
Quebec,One-parent family households,301015.0,119170.0,181245.0,1996
Quebec,Multiple-family households,18270.0,13525.0,4435.0,1996
Quebec,Non-family households3,890715.0,267905.0,622470.0,1996
Quebec,One-person households,769830.0,227880.0,541715.0,1996
Quebec,Two-or-more-person non-family households,120885.0,40030.0,80760.0,1996
Ontario,Total - Household type,3924510.0,2523390.0,1396145.0,1996
Ontario,Family households2,2857065.0,2088590.0,764455.0,1996
Ontario,One-family households,2785215.0,2031080.0,750340.0,1996
Ontario,Couple family households with children,1454095.0,1155020.0,296655.0,1996
Ontario,Couple family households without children,937385.0,706065.0,230780.0,1996
Ontario,One-parent family households,393735.0,169990.0,222900.0,1996
Ontario,Multiple-family households,71850.0,57515.0,14115.0,1996
Ontario,Non-family households3,1067445.0,434795.0,631690.0,1996
Ontario,One-person households,887765.0,361310.0,525705.0,1996
Ontario,Two-or-more-person non-family households,179685.0,73490.0,105980.0,1996
Manitoba,Total - Household type,419385.0,278385.0,131680.0,1996
Manitoba,Family households2,288990.0,220735.0,60515.0,1996
Manitoba,One-family households,285225.0,218055.0,59945.0,1996
Manitoba,Couple family households with children,144685.0,118425.0,21445.0,1996
Manitoba,Couple family households without children,101290.0,81385.0,18990.0,1996
Manitoba,One-parent family households,39260.0,18245.0,19520.0,1996
Manitoba,Multiple-family households,3760.0,2680.0,565.0,1996
Manitoba,Non-family households3,130400.0,57650.0,71165.0,1996
Manitoba,One-person households,111285.0,49410.0,60715.0,1996
Manitoba,Two-or-more-person non-family households,19110.0,8240.0,10455.0,1996
Saskatchewan,Total - Household type,372820.0,256440.0,108945.0,1996
Saskatchewan,Family households2,258305.0,200005.0,52305.0,1996
Saskatchewan,One-family households,256275.0,198770.0,51920.0,1996
Saskatchewan,Couple family households with children,127060.0,104410.0,19220.0,1996
Saskatchewan,Couple family households without children,95645.0,79325.0,15645.0,1996
Saskatchewan,One-parent family households,33565.0,15035.0,17050.0,1996
Saskatchewan,Multiple-family households,2030.0,1240.0,385.0,1996
Saskatchewan,Non-family households3,114515.0,56435.0,56645.0,1996
Saskatchewan,One-person households,98865.0,49690.0,48130.0,1996
Saskatchewan,Two-or-more-person non-family households,15655.0,6750.0,8515.0,1996
Alberta,Total - Household type,979175.0,664165.0,310300.0,1996
Alberta,Family households2,705385.0,539445.0,161985.0,1996
Alberta,One-family households,693825.0,530310.0,159930.0,1996
Alberta,Couple family households with children,363320.0,296795.0,64255.0,1996
Alberta,Couple family households without children,242940.0,189960.0,52545.0,1996
Alberta,One-parent family households,87565.0,43550.0,43125.0,1996
Alberta,Multiple-family households,11560.0,9135.0,2060.0,1996
Alberta,Non-family households3,273790.0,124720.0,148320.0,1996
Alberta,One-person households,220005.0,102300.0,117170.0,1996
Alberta,Two-or-more-person non-family households,53785.0,22420.0,31150.0,1996
British Columbia,Total - Household type,1424640.0,928990.0,491545.0,1996
British Columbia,Family households2,978610.0,728160.0,247260.0,1996
British Columbia,One-family households,951115.0,705730.0,242430.0,1996
British Columbia,Couple family households with children,450030.0,356910.0,91425.0,1996
British Columbia,Couple family households without children,371835.0,289180.0,82170.0,1996
British Columbia,One-parent family households,129250.0,59645.0,68835.0,1996
British Columbia,Multiple-family households,27500.0,22430.0,4825.0,1996
British Columbia,Non-family households3,446025.0,200830.0,244285.0,1996
British Columbia,One-person households,360005.0,169755.0,189555.0,1996
British Columbia,Two-or-more-person non-family households,86015.0,31075.0,54730.0,1996
Yukon ,Total - Household type,11465.0,6705.0,4045.0,1996
Yukon ,Family households2,7970.0,5225.0,2260.0,1996
Yukon ,One-family households,7865.0,5175.0,2225.0,1996
Yukon ,Couple family households with children,3940.0,2715.0,1005.0,1996
Yukon ,Couple family households without children,2645.0,1840.0,690.0,1996
Yukon ,One-parent family households,1280.0,615.0,530.0,1996
Yukon ,Multiple-family households,100.0,55.0,35.0,1996
Yukon ,Non-family households3,3495.0,1480.0,1785.0,1996
Yukon ,One-person households,2890.0,1290.0,1410.0,1996
Yukon ,Two-or-more-person non-family households,605.0,190.0,375.0,1996
Northwest Territories,Total - Household type,18825.0,7265.0,11485.0,1996
Northwest Territories,Family households2,14420.0,6215.0,8150.0,1996
Northwest Territories,One-family households,13905.0,6010.0,7840.0,1996
Northwest Territories,Couple family households with children,8690.0,4160.0,4500.0,1996
Northwest Territories,Couple family households without children,2890.0,1270.0,1605.0,1996
Northwest Territories,One-parent family households,2325.0,585.0,1735.0,1996
Northwest Territories,Multiple-family households,515.0,200.0,305.0,1996
Northwest Territories,Non-family households3,4405.0,1050.0,3340.0,1996
Northwest Territories,One-person households,3335.0,785.0,2535.0,1996
Northwest Territories,Two-or-more-person non-family households,1070.0,260.0,805.0,1996
St.John's,Total - Household type,60300.0,40675.0,19625.0,1996
St.John's,Family households2,46855.0,35085.0,11770.0,1996
